review_id,sentence_id,text,category,polarity,target,from_num,to_num
511290,430342:4,Delicious crab cakes too.,FOOD#QUALITY,positive,crab cakes,crab cakes,20
1280166,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY,positive,marinara/arrabiatta sauce,marinara/arrabiatta sauce,44
1126886,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",SERVICE#GENERAL,positive,Service,Service,7
1367358,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD#QUALITY,positive,pizza,pizza,22
397331,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",AMBIENCE#GENERAL,positive,vibe,vibe,8
464342,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",FOOD#QUALITY,negative,food,food,54
955711,507755:0,"Have eaten at Ginger House several times, and it's always good.",RESTAURANT#GENERAL,positive,Ginger House,Ginger House,26
1138996,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD#STYLE_OPTIONS,positive,veal,veal,100
1413697,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD#STYLE_OPTIONS,negative,MEAT dishes,MEAT dishes,55
1439875,1205520:2,Make sure you have the Spicy Scallop roll.. .,FOOD#QUALITY,positive,Spicy Scallop roll,Spicy Scallop roll,41
483111,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,negative,manager,manager,57
1205520,1154550:0,This is the best sushi in new york city - hands down.,FOOD#QUALITY,positive,sushi,sushi,22
483111,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,negative,tuna,tuna,77
1199292,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,negative,service,service,167
1256373,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE#GENERAL,negative,delivery guys,delivery guys,62
957145,1655504:0,Have frequented 'ino for several years and the food remains excellent.,FOOD#QUALITY,positive,food,food,51
1123262,1055910:1,THe perfect spot.,RESTAURANT#GENERAL,positive,spot,spot,16
1390357,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE#GENERAL,positive,atmosphere,atmosphere,20
1352948,720620:5,Simply some good tasting Chinese food at incredible prices...,FOOD#QUALITY,positive,Chinese food,Chinese food,37
1439875,1723402:0,love the food.,FOOD#QUALITY,positive,food,food,13
498657,426805:1,Wonderful strawberry daiquiries as well!,DRINKS#QUALITY,positive,strawberry daiquiries,strawberry daiquiries,31
735448,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY,positive,appetizer menu,appetizer menu,58
1660047,1470286:1,Delivery is fast too.,SERVICE#GENERAL,positive,Delivery,Delivery,8
455623,1398844:4,Service is not what one would expect from a joint in this price category.,SERVICE#GENERAL,negative,Service,Service,7
483111,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,negative,rice,rice,74
485026,1649025:2,The food is so cheap and the waiters are nice.,SERVICE#GENERAL,positive,waiters,waiters,36
1702257,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD#QUALITY,positive,Cheese plate,Cheese plate,12
404464,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#QUALITY,negative,ingredients,ingredients,37
1241906,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY,positive,food,food,31
1430994,1353599:2,My friend got the mushroom pizza which tasted better.,FOOD#QUALITY,positive,mushroom pizza,mushroom pizza,32
1014458,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD#QUALITY,negative,sushi,sushi,46
1746113,958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,FOOD#QUALITY,positive,dumplings,dumplings,48
1394712,496132:1,The setting is casual and romantic.,AMBIENCE#GENERAL,positive,setting,setting,11
1451109,1395421:4,Check this place out!,RESTAURANT#GENERAL,positive,place,place,16
1016296,464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY,positive,bagels,bagels,45
682391,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE#GENERAL,positive,proprietor,proprietor,41
1232468,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE#GENERAL,negative,people,people,62
521916,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,positive,lamb sausages,lamb sausages,75
1655521,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD#QUALITY,negative,frites,frites,106
1286916,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,roti,roti,49
490565,1074868:4,The food was well prepared and the service impecable.,SERVICE#GENERAL,positive,service,service,42
1451107,1352948:0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,AMBIENCE#GENERAL,positive,atmosphere,atmosphere,101
1016296,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,positive,food,food,8
513395,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",RESTAURANT#GENERAL,positive,restaurant,restaurant,89
561054,509227:3,"Rao is a good restaurant, but it's nothing special.",RESTAURANT#GENERAL,neutral,Rao,Rao,3
707917,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE#GENERAL,positive,jukebox,jukebox,11
1490757,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD#PRICES,positive,meal,meal,85
530517,1632929:6,I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,positive,restaurant,restaurant,33
957145,1626564:3,Waitstaff are very friendly.,SERVICE#GENERAL,positive,Waitstaff,Waitstaff,9
1471273,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,negative,food,food,8
1297844,717570:1,The decor is very simple but comfortable.,AMBIENCE#GENERAL,positive,decor,decor,9
1349391,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE#GENERAL,negative,place,place,24
1335154,1404042:3,"Cute place, nice wait staff but would never go there again.",AMBIENCE#GENERAL,positive,place,place,10
1470286,1341354:2,We both opted for a pasta dish and they were served timely and fresh.,FOOD#QUALITY,positive,pasta dish,pasta dish,30
1577714,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD#QUALITY,positive,sushi,sushi,24
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",SERVICE#GENERAL,negative,service,service,12
632121,455623:0,Love Pizza 33..,RESTAURANT#GENERAL,positive,Pizza 33,Pizza 33,13
513521,1561259:1,But the staff was so horrible to us.,SERVICE#GENERAL,negative,staff,staff,13
519425,1606837:2,The service was attentive.,SERVICE#GENERAL,positive,service,service,11
1663111,1671113:1,The food is great and reasonably priced.,FOOD#QUALITY,positive,food,food,8
1297844,485767:0,Everything about this restaurant was special.,RESTAURANT#GENERAL,positive,restaurant,restaurant,32
1572033,1410878:2,Their tuna tartar appetizer is to die for.,FOOD#QUALITY,positive,tuna tartar appetizer,tuna tartar appetizer,27
430342,1730014:1,"Service here was great, food was fantastic.",SERVICE#GENERAL,positive,Service,Service,7
485026,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD#QUALITY,positive,Thin Crust Pizzas,Thin Crust Pizzas,146
608500,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,FOOD#QUALITY,positive,Pastrami,Pastrami,13
528251,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,positive,salmon dish,salmon dish,63
1702257,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE#GENERAL,negative,hostess,hostess,62
757762,1609375:1,"We love the food, drinks, and atmosphere!",FOOD#QUALITY,positive,food,food,16
535086,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE#GENERAL,negative,service,service,95
1335656,1748813:2,I highly recommend the Sophia pizza.,FOOD#QUALITY,positive,Sophia pizza,Sophia pizza,35
528251,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,tramezzinis,tramezzinis,56
498657,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,positive,potato stuff kanish,potato stuff kanish,113
935633,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD#QUALITY,positive,food,food,31
1280179,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",AMBIENCE#GENERAL,negative,unisex bathroom,unisex bathroom,80
709294,1457607:3,"The food however, is what one might expect.",FOOD#QUALITY,negative,food,food,8
485767,1058221:2,the food is decent.,FOOD#QUALITY,neutral,food,food,8
1256373,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD#QUALITY,positive,food,food,21
1014458,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD#QUALITY,positive,Chef's tasting menu,Chef's tasting menu,68
1700205,1357554:3,"Service was slow, but the people were friendly.",SERVICE#GENERAL,positive,people,people,32
1577714,1241906:0,"Great service, great food.",SERVICE#GENERAL,positive,service,service,13
1340075,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",RESTAURANT#MISCELLANEOUS,positive,signs,signs,9
1053543,1730127:0,You cannot go wrong with this place.,RESTAURANT#GENERAL,positive,place,place,35
445960,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE#GENERAL,positive,proprietor,proprietor,41
709294,1387314:2,The filet mignon dish was superb!,FOOD#QUALITY,positive,filet mignon dish,filet mignon dish,21
1700205,1395421:1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,DRINKS#QUALITY,positive,wine,wine,18
1380450,682391:2,The service is good and the resturant is clean.,SERVICE#GENERAL,positive,service,service,11
1232468,757762:5,There is no excuse for such lousy service!,SERVICE#GENERAL,negative,service,service,41
611117,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,DRINKS#STYLE_OPTIONS,positive,bottles of Korbett,bottles of Korbett,87
707917,535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE#GENERAL,positive,restaurant,restaurant,44
1451107,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",FOOD#QUALITY,positive,cuisine,cuisine,23
1253117,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,positive,owner,owner,9
498657,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,negative,hall,hall,54
1199292,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE#GENERAL,positive,service,service,25
404464,1395421:4,Check this place out!,RESTAURANT#GENERAL,positive,place,place,16
682391,1232468:3,Service was prompt and courteous.,SERVICE#GENERAL,positive,Service,Service,7
1572033,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#STYLE_OPTIONS,negative,sandwiches,sandwiches,20
505535,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",DRINKS#QUALITY,positive,drinks,drinks,68
1303888,553097:1,Too bad the food wasn't of the same heritage.,FOOD#QUALITY,negative,food,food,16
1232468,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES,positive,wines,wines,56
1496205,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",AMBIENCE#GENERAL,positive,Cosette,Cosette,26
1663111,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,SERVICE#GENERAL,positive,service,service,84
1459569,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive,ceviche mix (special),ceviche mix (special),111
1727363,505535:0,this little place has a cute interior decor and affordable city prices.,AMBIENCE#GENERAL,positive,interior decor,interior decor,43
1367358,1335656:3,Salads were fantastic.,FOOD#QUALITY,positive,Salads,Salads,6
1723402,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE#GENERAL,positive,Downstairs lounge,Downstairs lounge,17
935633,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,negative,food,food,8
1748839,1719567:4,We waited at the bar and had martinis that were just right.,DRINKS#QUALITY,positive,martinis,martinis,37
1154550,1394712:4,"However, I think this place is a good hang out spot.",AMBIENCE#GENERAL,positive,place,place,27
1084394,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,RESTAURANT#PRICES,positive,Baluchi's,Baluchi's,9
1707201,535086:1,(Always ask the bartender for the SEASONAL beer!!!,DRINKS#QUALITY,positive,SEASONAL beer,SEASONAL beer,47
1357554,1632445:3,The service is good and ambience is good for a date or group outing.,AMBIENCE#GENERAL,positive,ambience,ambience,32
1496707,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,FOOD#STYLE_OPTIONS,negative,portions,portions,60
757762,1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",FOOD#QUALITY,positive,food,food,61
875139,507937:1,"delicious bagels, especially when right out of the oven.",FOOD#QUALITY,positive,bagels,bagels,16
498657,709294:2,Indoor was very cozy and cute.,AMBIENCE#GENERAL,positive,Indoor,Indoor,6
1147211,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,FOOD#STYLE_OPTIONS,positive,sushi,sushi,9
620892,872763:2,Personal pans are the perfect size for those hungry nights.,FOOD#STYLE_OPTIONS,positive,Personal pans,Personal pans,13
1289424,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,positive,restaurant,restaurant,25
1448587,875139:1,The pizza was pretty good and huge.,FOOD#STYLE_OPTIONS,positive,pizza,pizza,9
1353599,682391:1,Beef noodle soup is good as well.,FOOD#QUALITY,positive,Beef noodle soup,Beef noodle soup,16
1506491,1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD#QUALITY,negative,hanger steak,hanger steak,16
758263,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive,banana tempura,banana tempura,205
1074868,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",SERVICE#GENERAL,negative,service,service,12
1357554,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",FOOD#QUALITY,positive,food,food,84
1649025,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,positive,main dining room,main dining room,45
680390,1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,FOOD#QUALITY,positive,food,food,78
1486041,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD#STYLE_OPTIONS,positive,food,food,8
717570,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,positive,music,music,74
1138996,1340075:5,The takeout is great too since they give high quality tupperware as well.,SERVICE#GENERAL,positive,takeout,takeout,11
1390357,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE#GENERAL,negative,waitress,waitress,48
758263,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",AMBIENCE#GENERAL,negative,place,place,9
1642666,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD#QUALITY,negative,soy sauce,soy sauce,65
611117,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive,ceviche mix (special),ceviche mix (special),111
511290,1016296:1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,SERVICE#GENERAL,negative,cart attendant,cart attendant,26
1004293,1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD#QUALITY,negative,beef and noodle soup dishes,beef and noodle soup dishes,43
1417496,1496707:1,I had the best ravioli ever.,FOOD#QUALITY,positive,ravioli,ravioli,22
507755,1726427:0,The service was excellent and the food was delicious.,FOOD#QUALITY,positive,food,food,38
1611489,626269:2,The design and atmosphere is just as good.,AMBIENCE#GENERAL,positive,design,design,10
503807,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive,sushi,sushi,34
1632929,737999:4,A great place to meet up for some food and drinks...  ,RESTAURANT#MISCELLANEOUS,positive,place,place,13
519425,1154550:0,This is the best sushi in new york city - hands down.,FOOD#QUALITY,positive,sushi,sushi,22
541532,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,positive,owner,owner,9
1297844,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD#STYLE_OPTIONS,negative,food,food,8
1623276,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,negative,seats,seats,9
378848,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,positive,host,host,23
875139,1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,positive,lobster,lobster,99
1055910,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",SERVICE#GENERAL,positive,Service,Service,7
507844,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,SERVICE#GENERAL,positive,service,service,100
1649025,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#QUALITY,positive,dishes,dishes,48
536919,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,positive,place,place,43
754495,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,SERVICE#GENERAL,positive,people,people,10
720418,1308557:0,The service was the only thing good about this restaurant.,SERVICE#GENERAL,positive,service,service,11
1626564,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,positive,Traditional French decour,Traditional French decour,25
958809,464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD#QUALITY,positive,cream cheeses,cream cheeses,17
1561259,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,FOOD#QUALITY,positive,Chef's tasting menu,Chef's tasting menu,68
1125006,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE#GENERAL,positive,proprietor,proprietor,41
1289424,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD#QUALITY,positive,"asparagus, truffle oil, parmesan bruschetta","asparagus, truffle oil, parmesan bruschetta",48
541532,449802:0,"Good spreads, great beverage selections and bagels really tasty.",FOOD#QUALITY,positive,spreads,spreads,12
464342,1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",DRINKS#PRICES,negative,wine list,wine list,102
1707201,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD#QUALITY,negative,Go Go Hamburgers,Go Go Hamburgers,31
513521,503807:5,The service was friendly and the atmosphere was casual.,SERVICE#GENERAL,positive,service,service,11
1710746,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD#QUALITY,positive,congee (rice porridge),congee (rice porridge),85
1390357,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY,positive,fresh mozzarella,fresh mozzarella,50
720620,1286916:0,I have NEVER been disappointed in the Red Eye.,RESTAURANT#GENERAL,positive,Red Eye,Red Eye,45
1353599,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,negative,salmon,salmon,44
1175958,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE#GENERAL,positive,terrace,terrace,34
1123262,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,SERVICE#GENERAL,positive,service,service,36
1486041,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,SERVICE#GENERAL,negative,service,service,98
720418,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,FOOD#QUALITY,positive,japanese comfort food,japanese comfort food,69
496132,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD#QUALITY,negative,calzones,calzones,14
1611489,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD#QUALITY,positive,meal,meal,54
1275154,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",SERVICE#GENERAL,positive,service,service,52
682391,1230993:4,The food was good too.,FOOD#QUALITY,positive,food,food,8
493514,1543345:4,Always great service!,SERVICE#GENERAL,positive,service,service,20
1387314,1413697:3,I highly recommend to anyone to give this place a try.,RESTAURANT#GENERAL,positive,place,place,47
476473,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE#GENERAL,positive,Atmosphere,Atmosphere,10
957145,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",FOOD#QUALITY,positive,spicy tuna roll,spicy tuna roll,19
707917,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,positive,pizza,pizza,55
1387314,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD#QUALITY,positive,Crispy Duck,Crispy Duck,66
1626564,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,negative,Thai,Thai,31
1014458,1230993:4,The food was good too.,FOOD#QUALITY,positive,food,food,8
1726473,1606837:2,The service was attentive.,SERVICE#GENERAL,positive,service,service,11
1726473,519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL,positive,bar scene,bar scene,43
1746113,1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,positive,pizza,pizza,26
511290,430342:0,delicious simple food in nice outdoor atmosphere.,AMBIENCE#GENERAL,positive,outdoor atmosphere,outdoor atmosphere,48
1154550,1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",FOOD#QUALITY,positive,thai food,thai food,112
1123262,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE#GENERAL,positive,ambience,ambience,12
1655521,1014458:3,The wine list is interesting and has many good values.,DRINKS#STYLE_OPTIONS,positive,wine list,wine list,13
1471273,1289424:0,We had a great time at the Jekyll and hyde Pub last night.,RESTAURANT#GENERAL,positive,Jekyll and hyde Pub,Jekyll and hyde Pub,46
485966,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#PRICES,positive,martini,martini,39
1138996,513521:0,Great bagels made the old-fashioned way.,FOOD#STYLE_OPTIONS,positive,bagels,bagels,12
1632929,682391:0,Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,positive,sour spicy soup,sour spicy soup,45
1662726,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,SERVICE#GENERAL,negative,Wait staff,Wait staff,10
1084394,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL,negative,hostess,hostess,11
1167434,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE#GENERAL,positive,late night atmosphere,late night atmosphere,55
744478,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,positive,pastries,pastries,77
1256373,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT#MISCELLANEOUS,positive,place,place,90
657129,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL,positive,Cafe Spice,Cafe Spice,26
578016,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE#GENERAL,negative,service,service,18
1074868,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL,positive,Winnie,Winnie,6
1470286,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE#GENERAL,positive,trattoria,trattoria,34
1727363,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,positive,main dining room,main dining room,45
404464,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL,positive,hidden bathrooms,hidden bathrooms,38
1457607,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",FOOD#QUALITY,positive,good,good,67
1439875,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,eggs,eggs,29
1308557,1626564:0,LLOOVVE THIS PLACE.,RESTAURANT#GENERAL,positive,PLACE,PLACE,18
1286916,1623276:1,The food is tasty and portion sizes are appropriate.,FOOD#STYLE_OPTIONS,positive,portion sizes,portion sizes,35
1451107,1730014:1,"Service here was great, food was fantastic.",FOOD#QUALITY,positive,food,food,28
1028246,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,LOCATION#GENERAL,positive,outdoor atmosphere,outdoor atmosphere,22
426930,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,tramezzinis,tramezzinis,56
1131595,1335656:3,Salads were fantastic.,FOOD#QUALITY,positive,Salads,Salads,6
1700205,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",FOOD#QUALITY,positive,French bistro fare,French bistro fare,88
1746113,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,positive,place,place,43
1269216,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,positive,restaurant,restaurant,25
1395421,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#QUALITY,positive,food,food,103
1287538,530517:2,"Great food, great decor, great service.",SERVICE#GENERAL,positive,service,service,38
